sku,name,description,category,subcategory,brand,model,sell_price,notes,warehouse,unit
ITC0402,ITC0402 - Eyeball HYKON InTelligent Camera 4 Megapixel IP,", ln dla. INTELLIGENT 2 Li (12ZN seveie T = MU. Onvie Eyeball HYKON InTelligent Camera 4 Megapixel IP, sensore 1/1,” CMOS NEVERNIGHT Technology Dual Illuminators, compressione Ultra H.265, H.264/ H.265/ MIPEG, ottica motorizzata autofocus 2,8-12 mm, 0,0005 Lux illluminazione minii a colori {F1.2, AGCON ], 0 Lux IR/LED on, Day/Night ICR {Filtro Meccanico), Smart IR portata led 40m, Maxi Led a luce bian n ONVIF {Profile 5, Profile G, Profile T, Profile M], API, SD card max 256G, WDR 120dB, 2D/3D DNR, S/N >56, BLC, HLC, ROI 8 aree, Corridor mode, Digital Defog, Digital Flip, microfono integrato, l ingresso e 1 uscita audio, 1 ingresso ed 1 uscita di allarme, privacy mask 4 aree, funzione ANR, NAS, gestione profili separati indipendenti. Algoritmi intelligenti deep learning ) attraversamento linea, motion detector 4 aree, Ingresso In area, Intrusion, uscita dall'area, Intelligent face capture, People Flow Counting, Crowd Density Monitoring, tampering, audio detection, vitena in acciaio, dim. D129 x 110mm, IP67, IK10, temperatura di funzionamento -30°C * 60°C, peso 0,7Kg, alim. 12Vcc/PoE IEEE802.3af. x L Ù",Sistemi Over IP,Telecamere Panoramiche ITC Premium,Hykon,ITC0402,698.0,LLE |,listino,pz
ITCB80Y,ITCB80Y - Bullet de Angle HYKON InTelligent Camera 8 Megapixel (51,"TELECAMERE PANORAMICHE ITC PREMIUM hi ati. INTELLIGENT sr AFN Mich IT a ITS QNVvie' Bullet de Angle HYKON InTelligent Camera 8 Megapixel (5120x1440) IP, doppio sensore 4IMP 1/2.7” CMOS NEVERNEGH splicine technology, compressione Ultra H.265, H.264/ H.265/ MIPEG, ottica 180° +10° 2 x Amm@F1.0, 0,0005 Lux illuminazione minima a colori {F1.0, AGCON ], 0 Lux LED on, DayfNight ICR {Filtro Meccanico], Maxi Led a luce bianca portata max 30mt, ONYIF {Profile S, Profile G, Profile T), API, SDK, SD card max 5126, controllo Auta Scene Match, VDR 130dB, 2D/3D DIR, S/N >52, BLC, HLC, ROI 8 aree, digital Defog, microfono e speaker integrato, 1 ingresso e 1 uscita audio 1 ingresso ed 1 uscita di allarme, privacy mask 4 aree, ANR, NASINFS), pestione profili separati indipendenti. Aleorrimi intelficerrti deep learning Premium con classificazione dei colore: attraversamento linea, motion detector 4 aree, ingresso | area, Intrusion, uscita dall'area, intelligent face capture, People FHiow Counting, Crowd Density Monitoring, tampering,audio detecihon, viteria in accialo, dim. 273x 130 x 7émm, IP67, temperatura di funzionamento -30°""C ©"" 60°C, peso 1Kg, alim. 12Yc",Sistemi Over IP,Telecamere Panoramiche ITC Premium,Hykon,ITCB80Y,655.0,"CA,",listino,pz
ITCS403,ITCS403 - Nvr: Eyeball Wide Angle HYKON InTelligent Camera 8 Me,"Ly A, DI = N E DESCRIZIONE | atta MENTE IGENT — AFN I n SO Mean. ONvr: Eyeball Wide Angle HYKON InTelligent Camera 8 Megapixel (4096x1860] IP Active Deterrence Dual Illuminators, doppio sensore 4MP 1/2.5”"" CMOS NEVERNIGHT splicine technology, compressione Ultra H.265, H.264/ H.265/ MIPEG, ottica 150°” x 2.2ram@F1.0, 0,0005 Lux illluminazione minima a colori [F1.0, AGC ON ], 0 Lux LED}IR on, Day/Night ICR (Filtro Meccanic Smart IR portata 30mt, Maxi Led a luce bianca portata max 30mt, LED di allarme blu e rosso, ONYIF {Profile 5, Profile G, Lom Profile T), API, SDK, SD card max 5126, controllo Auto Scene Match, WDR 130dB, 2D/3D DIR, S/N >52, BLC, HLC, ROI 8 are i digital Defag, microfono e speaker integrato, 1 ingresso e 1 uscita audio, 1 ingresso ed 1 uscita di allarme, privacy mask 4 aree, ANR, NAS[NFS), gestione profili separati indipendenti. Algoritmi intelligenti deep leaming Premium con dassificazion del colore: attraversamento linea, motion detector 4 aree, Ingresso in area, Intrusion, uscita dall'area, tampering,audio detection, viteria in acciaio, dim_(9128.7 x 109.9 mm, IP67, IK10, temperatura di funzionamento -30°""C ” 60°C, peso 1Kg, alin 12Vcc max 13W/PoE IEEE802.3af.",Sistemi Over IP,Telecamere Speed Dome IP,Hykon,ITCS403,710.0,ACCESSORI,listino,pz
ITCS402,ITCS402 - SPEED DOME IP cre alia INGELLIGENT — IXW sven ITS ONnvir' Sp,"1g TELECAMERE SPEED DOME IP cre alia INGELLIGENT — IXW sven ITS ONnvir' Speed Dome IP HYKON InTelfigent Camera 4MP, sensori 1/2,8” CMOS EVERLIGHT Technology, compressione Ultra H.265, H.264/ H.265/ MIPEG, ottica motorizzata autofocus 33X 4,5-148,5mm, zoom digitale 16X, iris F1.5 © F4.0, 0,003 Lux illuminazione minima a colori[F1.5, AGC ON], 0 Lux IR on, DayfNight ECR (Filtro Meccanico], Smart IR portata 150mt, ONVI {Profile S, Profile G, Profile T}, API, SDK, SD card max 256G, WDR 120dB, 2D/3D DNR, S/N >56, BLC, HLC, ROI 8 aree, Digital Defog, Flip: Normal;Flip Vertical;Flip Horizontal;180°, Pan: 360° endless - velocità 0,1 /s * 200°/a, Tilt -15/90° {auto reverse] - velocità 0.1°/s * 2h09/5, 1024 preset, 16 preset patrol, 16 Route patroi, 16 Recorded patrol, Home rtion, l ingresso e —- 1 uscita audio, 2 ingressi ed 1 uscita di allarme, 1 x RS485, 1 uscita video BNC, privacy mask: 24 aree [A per scena), ANR, N NAS[NFS}, gestione profili separati indipendenti. Algoritmi intelligenti deep learning Premium: attraversamento linea, moti | detector 4 aree, ingresso in area, Intrusion, uscita dall'area, People Flow Counting, Crowd Density Monitoring, oggetto rimos opsetto abbandonato, autotrackine, tampering, viteria in acciaio, dim. # 227 x 384.8 mm, IP66, temperatura di funzioname?",Sistemi Over IP,Telecamere Speed Dome IP,Hykon,ITCS402,2396.0,"DÌ,",listino,pz
KDIP2,KDIP2 - Speed Dome IP HYKON Intelligent Camera Dual Lens AMP+4MP. se,"-40°C "" 0°C, peso 5,5Kg, alim. AC 24V+25%, DC 24V+25%, PoE+ {IEEE802.3 at] consumo max 25 ue Pa INTELLIGENT > J Speed Dome IP HYKON Intelligent Camera Dual Lens AMP+4MP. sensori 1/2,7” CMOS EVERLIGHT Fechnology, compressic Ultra H.265, H.264/ H.265/ MIPEG, ottica fissa panorama Amm F1.6, ottica motorizzata autofocus 25X 4,8-120mm@F1.5, 0,003 Lux illluminazione minima a colori, O Lux IR on, Day/Night ICR {Filtro Meccanico), Smart IR portata 40m telecamera fissa e 100mt motorizzata, ONVIF {Profile 5, Profile G, Profile T), API, SD card max 256G, WDR 120dB, 2D/3D DNR, 5/N >56, J BLC, HLC, ROI 8 aree, Corridor mode, Digital Defog, Digital Flip, Pan: 360° - velocità 80°%/sec max, Tilt -15/90° - velocità 80°/se max, 1924 preset, 16 preset patrol, 16 Route patro!, 16 Recorded patrol, Home position, speaker incorporato, 1 ingresso e tal 1 uscita audio, 2 Ingressi ed 1 uscita di allarme, RS485, privacy mask: 4 aree telecamera panorama, 24 aree motorizzataj 4 J per scena ], funzione ANR, NAS, gestione profili separati indipendenti. Algoritmi intelligenti deep leaming: attraversamento Inca, motion detector 4 aree, ingresso in area, Intrusion, uscita dall’area, intelligent face capture, People Flow Counting, Cro Density Monitoring, Autotraking, tampering, audio detection, viteria In acciaio, dim. D163 x 304mm, 1P66, temperatura di funzionamento -40°C "" 65°C, peso 2,5K&, alim. DC12V (+25%6), PoEHIEEE 802.3at] consumo max 24 DO",Sistemi Over IP,Telecamere Speed Dome IP,Hykon,KDIP2,1820.0,BOX6,listino,pz
IPF501,IPF501 - Fisheye IP HYKON 5 Megapixel,"E DESCRIZIONE P_S R2 28 ONVAF Fisheye IP HYKON 5 Megapixel, sensore 1/2.8” Progressive scan CMOS, ottica 1.Amm@F2.0, angolo di visione | 360”, Day & Night filtro IR, WIR, illuminazione minima a colori 0,01 lux {F2.0,. AGC ON}, 0 lux IR ON, Smart FR portata IR 10n ONYIF [Profile S, Profile G, Profile T), API,SDK, compressione Ultra 265, H.265, H.264, MIPEG, LE modalità di visualizzazione I Micro SD max 256GB, funzione ANR, NAS, BLC, 2D/3D DINR, Defog, Region of Interest [ROI] 8 aree, Privacy Mask 4 aree, Vid analisi: heat map, motion detector, tampering, audio detection, microfono incorporato, l ingresso e 1 uscita audio, 1 ingre: e 1 uscita allarme, temperature di lavoro -307+60°C, alimentazione DC12V+25%,PoE {IFEE 802.3af) 8,5 max, IP66, IK10, di (D125 x 43.7 mm, peso 400gr. stila. INTELLIGENT DIR Lc] ITS Qnvir' Fisheye EP HYKON InTeiligent Camera 12 Megapixel, sensore 1/1.7” progressive scan CMOS, ottica 1.8&mm@fF2.0, angolo di visione 360°, Day & Night filtro IR, DI_WDR, Hluminazione minima a colori 0,03 lux {F2.0. AGCON], 0 lux IR ON, Smart IR",Sistemi Over IP,Telecamere Fisheye,Hykon,IPF501,970.0,ACCESSORI,listino,pz
ITCF12,ITCF12 - Telecamere Fisheye,"portata IR 15mt, ONYIF [Profile 5, Profile 6, Profile T), API,S5DK, compressione Uitra 265, H.265, H.264, MIPEG, LE modalità | di visualizzazione, Micro SD max 256GB, funzione ANR, NAS, BLC, 2D/3D DINR, Defog, Region of Interest {ROI} 8 aree, Privac Mask 4 aree, Algoritmi intelligenti deep learning: attraversamento linea,motlon detector 4 aree, ingresso in area, Intrusion uscita dall'area, Heat Map, microfono incorporato,1 ingresso e 1 uscita audio, 2 Ingressi e 1 uscita allarme, temperature di lavoro -30”+60°C, alimentazione DC12V+25%,PoE {IEFE 802.3af) 12W4/ max, IP66, IK190, dim. D149 x 55m, peso 524gr. TELECAMERE MULTIOTTICA E silla INTELEIGENT = 28FWN gun) E LIT Ri Onwvir inTellisent Dual camera Mulîtivision HYKON. Due telecamere 4 Megapixel IP non splicing, sensore CMOS EVERLIGHT Technology 1/3”, compressione Ultra H.265, H.264/ H.265/ MIPEG, ottica fissa 2,8 mm [F1.6, AGC ON), 0,002 Lux CK illuminazione minima, Day/Night ICR {Fittro Meccanico), Smart IR portata led 30m, ONVYAF (Profile 5, Profile G, Profile T, È Profile M), API, SDK, SD card max 256G, WDR 130dB, 2D/3D DNR, 57N >52, Corridor Mode, BLC, HLC, ROI 8 aree, Digital Del privacy mask 4 aree, funzione ANR, NAS{NFS}, 1 ingressofuscita allarme, microfono incorporata, gestione profili separati indipendenti. Algoritmi intelligenti deep learning PRO su entrambe le camere: attraversamento linea, motion detector 4 ar",Sistemi Over IP,Telecamere Fisheye,Hykon,ITCF12,599.0,"n,",listino,pz
ITCDC40,ITCDC40 - Monitoring {solo su 1 camera},"ingresso In area, intrusion, uscita dall'area, intelligent face capture, People Fiow Counting [solo su 1 camera}, Crowd Density Monitoring {solo su 1 camera}, tampering, audio detection. Viteria in acciaio, dim. 176x104x72Zmm , 1P67, IK10, temperatur funzionamento -30°C * 60°C, peso 0,62ZK8, alim. 12cc/PoE IEEE802.3af. ia ) ; TELECAMERA LETTURA TARGHE STAND ALONE Pe Viva ii, È OnNvAF Bullet HYKON IP lettura targhe ANPR 2 Megapixel 60fps, velocità max veicolo 30km/h, lettura solo in presenza di veicolo grazie alla video analisi a bordo, diverse poticy di apertura varco selezionabili, gestione targhe di diversa nazionalità, suppo letture similtanee su 2 corsie, sestione autorizzazioni max 20.000 utenti, riconoscimento colore veicolo, sensore 1/2,8” ‘ CNMOS, compressione Ultra H.265, H.264, ottica zoom motorizzato 4,7-47mm (@F1.5, 0,001 Lux illluminazione mimima, Day, ®, Night ICR {Filtro Meccanico), Smart IR portata led 50m, ONYWIF {Profile S, Profile G, Profile T), SDK, API, SD card max 256G, .. WDR 120dB, 2D/3D DINR, S/N >56, BLC, HLC, ROI 8 aree, 1INe1 OUT audio, RS485, 1 uscita relè, 2 IN allarme, funzione AN gestione profili separati indipendenti. Viteria In acciaio, dim. 386x1726x130mm, IP67, IK10, temperatura di funzionamento-",Sistemi Over IP,Telecamere Fisheye,Hykon,ITCDC40,2440.0,ua BOXG,listino,pz
IRP30,IRP30 - Telecamere Multiottica / Lettura Targhe,"Se, 4 "" L L'ART, eni teli Lolli E DESCRIZIONE 60 Hluminatore IR HYKON {6 Power LED), 850nm, angolo di illuminazione 30°, portata 60mt, alimentazione PoE IEEE 802.3af, consuma 10W max, sensore di luminosità incorporato, trimmer regolazione commutazione ON/OFF, regolatore di intensità,",Sistemi Over IP,Telecamere Multiottica / Lettura Targhe,Hykon,IRP30,480.0,ACCESSORI,listino,pz
IRP45,IRP45 - Illuminatore IR HYKON (6 Power LED},"HP66, protezione meccanica IK10, cavo di uscita 50cm con RI45, dim. 80{L}x104{h]}x51[p} mm, pese 0,6Kg, staffa di fissaggio. 5, parete inclusa. 40 Illuminatore IR HYKON (6 Power LED}, 850nm, angolo di illuminazione 45°, portata AOmt, alimentazione PoE IEEE 802.3af, consumo 10W max, sensore di luminosità incorporato, trimmer regolazione commutazione ON/OFF, regolatore di intensità,",Sistemi Over IP,Telecamere Multiottica / Lettura Targhe,Hykon,IRP45,480.0,STIR,listino,pz
IRP60,IRP60 - Illuminatore IR HYKON (6 Power LED},"3 IP66, protezione meccanica IK10, cavo di uscita 50cm con RI45, dim. 80{L)xLDA{[h)}x51{p}) mm, pese 0,6Kg, staffa di fissaggio. parete Inclusa. 22 Illuminatore IR HYKON (6 Power LED}, 850nm, angolo di illuminazione 60°, portata 22mt, alimentazione PoE IEEE 802.3af, consumo 10W max, sensore di luminosità incorporato, trimmer regolazione commutazione ON/OFF, regolatore di intensità,",Sistemi Over IP,Telecamere Multiottica / Lettura Targhe,Hykon,IRP60,480.0,", BOXIR",listino,pz
IRP90,IRP90 - Illuminatore FR HYKON (6 Power LED},"3 IP66, protezione meccanica IK10, cavo di uscita 50cm con RI45, dim. 80{L)xLDA{[h)}x51{p}) mm, pese 0,6Kg, staffa di fissaggio. parete Inclusa. 16 Illuminatore FR HYKON (6 Power LED}, 850nm, angolo di illuminazione 90°, portata i6mt, alimentazione PoE IEEE 802.3af, consumo 10W max, sensore di luminosità incorporato, trimmer regolazione commutazione ON/OFF, regolatore di intensità,",Sistemi Over IP,Telecamere Multiottica / Lettura Targhe,Hykon,IRP90,480.0,STIR,listino,pz
NVRQ3P,NVRQ3P - NVR 4 canali HYKON POE,"E DESCRIZIONE SERIE Q alia. > 04M Miaccibus Onvie: © Groglecinda NVR 4 canali HYKON POE, risoluzione di registrazione 12MP 30fps, 4 porte POE max 30W cad. self- adaptive indipendenti e programmabili, max 54W totali, Extender mode 250mt, compressione Ultra 265/H.265/H.264, bitrate B0Mbj income/64AMbps outgoing, gestisce video analisi su tutti } canafi, smart search, uscite video HDMI AK e VGA, 1 ingresso ed 1 uscita audio, Gestione di 8 moduli MODBUS TCP/IP per espansione o remotizzazione ingressi ed uscite di np allarme NYR {64IN + G4O0UT max], 1 RJ45 self-adaptive 10/100 Mbps, tecnologia ANR, supporta telecamere di terze parti Of profile 5/T/G, invio GET http personalizzabili per VCA/evento/diagnostica, ricezione comandi http per modifica impostazii di sistema, RTSP, PZP. UPnP, NTP. DHCP, PPPoE, supporta 1HDD max 6Tb, log eventi, alim. 48Ydc esterno Incluso, dim. 260m x 24Umm x 47/mm, peso 1Kg. Pe da 08M [oi MPfaocivus ONvir:  D GoogleCioud NVR 8 canafi HYKON POE, risaluzione di registrazione 12MP 30fps, 8 porte POE max 30W cad. self- adapilve",Network Video Recorder,NVR PoE,Hykon,NVRQ3P,435.0,LISTINO,listino,pz
NVR002P,NVR002P - NVR 16 canali HYKON POE,"indipendenti e programmabili, max 75W totali, Extender mode 250mt, compressione Ultra 265/H.265/H.264, bitrate B0Mbj income/64Mbpa outgoing, gestisce video analisi su tutti i canali, smart search, uscite viteo HDMI 4K e YGA, 1 ingresso edi uscita audio, Gestione di 8 moduli MODBUS TCP/IP per espansione o remotizzazione ingressi ed uscite di allarrme NYR {64h 4 + 640UT max), 1 RJ45 self-adaptive 10/100 Mbps, tecnologia ANR, supporta telecamere di terze parti Onvif prafile 5/T/G, invio GET http personalizzabili per YCA/evento/diagnostica, ricezione comandi http per modifica impostazioni di sistema, RTSF. P2P, UPnP, NTP, DHCP, PPPoE, supporta 1HDD max 6Tb, log eventi, alim. 48Ydc esterno incluso, dim. 260mm x 240mm 4/mm, peso 1KE Pa N 16M [En ONviIF: 2 Googeciud NVR 16 canali HYKON POE, risoluzione di registrazione 12/MIP 30fps, 16 porte POE max 30W cad. sell- adaptrve indipendenti e programmabili, max 240W totali, Extender mode 250mt, compressione Ultra 265/H.265/H.264, bitrate 160Mbps income/64Mbps outgcing, pestisce video analisi su tutti i canali, smart search, uscite video HDMI 4&K e VGA, te 1 ingresso ed una uscita audio, 4 ingressi ed 1 uscita di allarme, 1 R445 seif-adaptive 10/100/10D0Mbps, tecnologia ANR, supporta telecamere di terze parti Onvif profile 5/F/G, invio GET http personalizzabili per VCA/evento/diagnostica, ricezio: comandi http per modifica impostazioni di sistema, RISP, PZP, UPnP, NTP. DHCP, PPPoE, supporta 2HDD max 6Tb, log event",Network Video Recorder,NVR PoE,Hykon,NVR002P,959.0,Li,listino,pz
NVR035,NVR035 - NVR HYKON 16 canali,"E DESCRIZIONE SERIE Q FS — 16M [ori Ma ocbus Onvir: 5 Googe Cioe NVR HYKON 16 canali, risoluzione di registrazione 12IMIP 30fps, compressione Ultra 265/H.265/H.264, bitrate 64Mibps income/64Mbps cutgoing, gestisce video analisi su tutti i canali, smart search, uscite video HDMI 4K e VGA, 1 ingresso ed 1 uscita audio, Gestione di 8 moduli MODBUS TCP/IP per espansione o remotizzazione ingressi ed - 4 uscite di allarme NYR {64IN + GAOUT max), 1 RJ45 self-adaptive 10/100Mbps, tecnologia ANR, supporta telecamere di terze parti Onvif profile 5/fT/G, invio GET http personalizzabili per YCA/evento/diagnostica, ricezione comandi http per modifica impostazioni di sistema, RISP, PZP, UPnP, NTP., DHCP, PPPoE, supporta 1HDD max &Tb, log eventi, alim. 12Yac, dim. 260mm :",Network Video Recorder,NVR Senza PoE,Hykon,NVR035,398.0,LISTINO,listino,pz
NVR05S,NVR05S - NVR HYKON 64 canali,"240mm x 47m, peso 1,3KE. dla da 64P Co MPfaocivus ONVIF* © Googlecioud NVR HYKON 64 canali, risoluzione di registrazione 16MMP 30fps, compressione Ultra 265/H.765/ H_264, bitrate 320Mbps income/160Mbps autgoing, gestisce video analisi su tutti i canali, Smart search: veicoli a motore; veicoli non a motore | bici, moto, muleth}; persone; Generale; People Counting Report; Heat Map, 1 uscita video HDMI 4K e 1 VGA programmabili indipendentemente, 1 ingresso ed 1 uscita audio, Gestione di 8 moduli MODBUS TCP/IP per espansione o remotizzazione | Ingressi ed uscite di allarme NYVR [64IN + 640UT max}, Compressione audio G.711A - G.711U, 16 ingressi e 4 uscite di allam 2 x RJ85 self-adaptive 10/100/1000Mbps, 1xRS485, 2xUSB2.0 - 1xl/SB3.0, tecnologia ANR, FTP/Schedule/FventSnapshot: 4 canali Snapshot, supporta telecamere di terze parti Onvif profile 5/T/G, RTSP, invio GET http personalizzabiti per VCA/even",Network Video Recorder,NVR Senza PoE,Hykon,NVR05S,1625.0,HD1000,listino,pz
NVROS8S,NVROS8S - NVR HYKON 8 canali {4+5]),"ì n Mole Fl tr! to _ ai — = RLP— ll” ""eni E DESCRIZIONE 09M [o ITS Maobus Qnwir:  £ Google Cloud NVR HYKON 8 canali {4+5]), 4 canali disponibili a bordo NYR con algoritmi di video analisi Deep Learning Premium per utBizzo analisi video su telecamere di terze parti { ONVIF/RTSP) + 5 canali “standard”, risoluzione di registrazione 16MP 30fps, compressione Ultra 265/H.265/ H.264, bitrate 320Mbps income analisi video a bordo OFF - 160Mbps analisi video a bordo ON/160Mbps autgoing, gestisce video analisi a bordo camera su tutti i canali, Smart search: veicoli a motore; veicoli non a motore { bici, moto, muletti}; persone; Generale; People Counting Report; Heat Map, ncerca per Immagine, 1 uscite Hm video HDMI 4K e 1 VGA programmabili indipendentemente, 1 ingresso ed 1 uscita audio, Compressione audio G.7/11A - G.711U, 8 ingressi e 2 uscite di allarme, Gestione di £ moduli MODBUS TCPIP per espansione 0 remotizzazione ingressi ed uscite di allarme NVR (64IN + 640UT max), 2 x R145 self-adaptive 19/100/1000Mbps, 1xR5485, 2xUSB2.0 - 1xUSB3.0, tecnologia ANR, FTP/Schedule/FventSnapshot: 4 canali Snapshot, supporta telecamere di terze parti Onvif profile 5/T/G, im GET http personalizzabiti per VCA/evento/diagnostica, ricezione comandi http per modifica impostazioni di sistema, RTSP. P2P. UPnP NTP, DHCP, PPPoE, supporta 2 HDD max L6Th,funzione RAID 1, log eventi, alim. DC 12V/3A, dim. 380mm x 315m",Network Video Recorder,NVR Senza PoE con Video Analisi,Hykon,NVROS8S,735.0,ACCESSORI,listino,pz
HYBX50,HYBX50 - Telecamere 4 in 1,"E DESCRIZIONE sila. GFWO pe = Bulfet HYKON 5MP con tecnologia 4inl AHD/TVI/CVI/CVBS:PAL, 5M@25fps, sensore 1/2,7” EVERLIGHT Technology, ottica fissa 2,8mm, illuminazione minima a colori 0,005 Lux [F1.6, AGCON), D Lux LED on, Day/Night: ICR (Fiftro Meccanico], Doppio Intrarosso portata LED 40m smart IR, menu OSD, BLC, HLC, DWDR, 2d DNR, White balance, Digital Flip, Microfono",Sistemi Analogici,Telecamere 4 in 1,Hykon,HYBX50,105.0,ACCESSORI,listino,pz
HYBY50Z26E,HYBY50Z26E - Eyeball HYKON 5MP con tecnologia 4inl AHD/TYIfCVI{CVES:PA,"incorporato. Viteria In acciaio INOX, alim. 12Ydc 3,4 dim. 154 X 66 X 66 mm, IP 67, temperatura di funzionamento -30°C "" +60°C , peso 0,3 KE... RI Eyeball HYKON 5MP con tecnologia 4inl AHD/TYIfCVI{CVES:PAL, 5I4@25fps, sensore 1/2,7” EVERLIGHT Technology, ottici È fissa 2,8mm, itlluminazione minima a colori 0,005 Lux [F1.6, AGC ON], 0 Lux LED on, Day/Night: ICR {Filtro Meccanico], | Doppio Infrarosso portata LED 40m smart IR, menu OSD, BLC, HLC, DIWDR, 2d DNR, White balance, Digital Flip, Microfono | incorporato. Viteria In acciaio INOX, alim. 12Vdc 3,4 dim. (D111rmrm X 98mm, IP 67, temperatura di funzionamento -30°C ‘",Sistemi Analogici,Telecamere 4 in 1,Hykon,HYBY50Z26E,105.0,BOX4,listino,pz
HYB0502,HYB0502 - Eyeball HYKON 5MP con tecnologia 4inl AHD/TYIfCVI{CVES:PA,"E DESCRIZIONE 1227 PR = Eyeball HYKON 5MP con tecnologia 4inl AHD/TYIfCVI{CVES:PAL, 5M@25fps, sensore 12,7” EVERLIGHT Technology, ottica motorizzata autofocus 2,8-12mm, illuminazione minima a colori 0,005 Lux (F1.6, AGC ON}, 0 Lux LED on, Day/Night: ICR",Sistemi Analogici,Telecamere 4 in 1,Hykon,HYB0502,204.0,ACCESSORI,listino,pz
HYBU502,HYBU502 - Telecamere 4 in 1,") {Filtro Meccanico}, Doppio infrarosso portata LED 40m smart IR, menu 0SD, BLC, HLC, WDR 120dB, 2d DNR, White balance, Digital Flip, Microfono incorporato. Viteria in acciaio INOX, alim. 12Vdc 5W dim. (D129 x 110mm, IP 67, temperatura di funzionamento -30°C "" +60°C, peso 0,67 Kg. 1372W MSI:",Sistemi Analogici,Telecamere 4 in 1,Hykon,HYBU502,319.0,BOX6,listino,pz
XVRQ204,XVRQ204 - DVR Analogici Ibridi HD-TVI/AHD/HD-CVI,"e LO i! edi i i 1) n : n ne : ha “gl E DESCRIZIONE SERIE Q. 06M 2 MESH, One: 2 Googecioua HVR HYKON ibrido 4 ingressi, AHD/TV/1/CVI/CVBS max 8IMP@15fps, 4 ingressi BNC + 2ch IP 4K, configurabili anche 6 IP. 1 uscita HDMI 4K e YGA FullHD, 1 uscita BNC, compressione video H265/H.264, 4 ingresso audio e 1 out, 4 Ingressi 1 uscita di allanme, 1 x RS485, coaxitron, supporta audio over coax, banda disponibile per telecamere IP 4A8Mbps income/48Mibps outcome, supporta funzioni di analisi video su 2 canali analogici max: attraversamento linea, motion _ detector, ingresso in area, uscita dall'area, Ultra Morion Detection (classificazione veicolifpersone), funzioni di ricerca eventi smart: ricerca dei volti e ricerca comportamentale, 1 RJ45 10M/100M selfadaptive,",Sistemi Analogici,DVR Analogici Ibridi HD-TVI/AHD/HD-CVI,Hykon,XVRQ204,289.0,ACCESSORI,listino,pz
XVRQ20,XVRQ20 - DVR Analogici Ibridi HD-TVI/AHD/HD-CVI,"TCP#IP; P2P; UPnP; DHCP; HTTP; HETPS; DNS; DDNS; SMTP; NTP, supporta 1 hard disk max 8Tb, 2 porte USB7.0 , alimentator esterno 12Ycc/2Ah incluso, consumo max 10W, dim. 260mm x226mmx 47mm, peso 1,15KE. 10M o IE, Onvieo © Googeciova HYVR HYKON ibrido 8 ingressi, AHD/TVI/CVI/CVBS max SIMP@15fps, 2 ingressi BNC + 4ch IP 4K, configurabili anche 12 IP. 1 uscita HDMI 4K e VGA FullHD, 1 uscita BNC, compressione video H265/H.264, 8 ingresso audio e 1 qut, 4 Ingressi 1 uscita di allarme, 1 x RS485, coaxitron, supporta audio over coax, banda disponibile per telecamere IP S6Mbps Em income/64Mbps outcome, supporta funzioni di analisi video su 2 canali analogici max: attraversamento linea, motion detector, ingresso in area, uscita daliDarea, Ultra Morion Detection [dassificazione veicoli/persone), funzioni di ricerca even smart: ricerca dei volti e ricerca comportamentale, 1 RJ45 10M/100M selfadaptive, TCPfIP; P2P; UPnP; DHCP ;HTTP; HTTPS; DNS; DDNS; SIVITP; NTP, supporta 1 hard disk max 8Tb, 2 porte USB2.0, alimentato:",Sistemi Analogici,DVR Analogici Ibridi HD-TVI/AHD/HD-CVI,Hykon,XVRQ20,389.0,HD1000,listino,pz
MOT10A1,MOT10A1 - Touch,"E DESCRIZIONE EL: Anciroic disk |> Google Play Smart Key touch Hykon 10” Android 11 con servizi Google, ideale la centralizzazione di sistemi domotici, vdeocitofenici IP. antintrusione, TYCO. Utilizzando Goolgle Play è possibile installare applicazioni di qualsiasi tipo. Caratteristiche tecniche: telecamera frontale 2 MP, CPU RK3566 Quad-core Cortex-A55 1.8GHz, 4G di RAM, 32G ROM, pannello touch IPS 1280*80% capacitivo, WiFi, 1 porta RJ45, Bluetooth 4.0, slot SD Card max 32G, mini USB, USB, uscita HDMI, uscita audio Jack 3,5mm, Multimedia: MPEG-1, MPEG-2, MPEG-4, H.263, H.264, VC1, RY etc., MP3/WMA/AAC, jpeg, ipg, microfono e 2 speaker 1,54 incorporati, Alimentazione 12V/2A, Poe HEEE302.3atfaf, staffa da tavolo inclusa, attacco VESA standard, dimensioni 178,54 x 260,54 {L} x 25,5[P), Colore Nero EL: Android disk] GooglePiay Smart Key touch Hykon 15,6” Android 11 con servizi Google, ideale la centralizzazione di sistemi domotici, videocitofomei",Smart Key,Touch,Hykon,MOT10A1,728.0,ACCESSORI,listino,pz
